#种子 0xf00d	NCONF 100	环大小 5
#花样	杂化	元素	双键伙伴	l0	l1	l2	l3	l4	a0	a1	a2	a3	a4	t0	t1	t2	Q	phi	SMILES
22222f1	22222	NCCCC	-,O,-,-,O	1.366080	1.462069	1.384136	1.462069	1.366080	112.087891	106.384697	107.557384	107.557384	106.384698	0.988730	0.000011	0.000000	0.014771	0.0004	N1(C(C2C=CC=CC(C1=O)=2)=O)CC(=O)OCC
22222f1	22222	NCCCC	-,O,-,-,O	1.366262	1.462885	1.384617	1.461740	1.366300	112.151703	106.283963	107.640634	107.496730	106.425515	0.021646	0.206281	0.000000	0.003407	3.1133	N1(C(C2C=CC=CC(C1=O)=2)=O)CC(=O)CCl
22222f1	22222	NCCCC	-,O,-,-,O	1.367981	1.461882	1.383671	1.461882	1.367981	111.801737	106.488585	107.555498	107.555498	106.488585	-1.966204	-0.000008	0.000000	0.029363	0.0001	BrCCN1C(=O)C2=C(C=CC=C2)C1=O
22222f1	22222	NCCCC	-,O,-,-,O	1.368416	1.462358	1.383339	1.460656	1.366998	111.624364	106.546632	107.588051	107.429320	106.763768	-1.143750	-0.180679	0.000000	0.019363	4.7980	OCCN1C(=O)C2=C(C=CC=C2)C1=O
22222f1	22222	NCCCC	-,O,-,-,O	1.368561	1.461826	1.383242	1.461826	1.368561	111.850650	106.458682	107.598209	107.598210	106.458683	-1.117453	-0.000003	0.000000	0.016696	0.0001	CCN1C(=O)C2=C(C=CC=C2)C1=O
22222f1	22222	NCCCC	-,O,-,-,O	1.368644	1.461707	1.383066	1.461589	1.368833	111.825186	106.478783	107.610837	107.595323	106.488601	0.215351	-0.004956	0.000000	0.003156	0.8056	CCCN1C(=O)C2=C(C=CC=C2)C1=O
22222f1	22222	NCCCC	-,O,-,-,O	1.368649	1.461684	1.383060	1.461572	1.368821	111.825186	106.478797	107.610825	107.595859	106.488486	-0.178126	0.006825	0.000000	0.002578	1.3585	CCCCN1C(=O)C2=C(C=CC=C2)C1=O
22222f1	22222	NCCCC	-,O,-,-,O	1.368894	1.461918	1.383355	1.461241	1.367814	111.789433	106.415778	107.611110	107.538985	106.521830	2.029582	0.055805	0.000000	0.031027	0.9223	CCCCCCCCC=CCCCCCCCC(=O)OCCN1C(=O)C2=C(C=CC=C2)C1=O
22222f1	22222	NCCCC	-,O,-,-,O	1.369232	1.462062	1.383696	1.462062	1.369232	112.504912	105.959303	107.788241	107.788239	105.959305	-0.000006	-0.000002	0.000000	0.000000	8.8885	BrN1C(=O)C2=C(C=CC=C2)C1=O
22222f1	22222	NCCCC	-,O,-,-,O	1.369349	1.461516	1.383013	1.461512	1.368249	111.740302	106.524472	107.585248	107.583811	106.556299	0.521831	0.079251	0.000000	0.008798	4.6279	BrCCCCN1C(=O)C2=C(C=CC=C2)C1=O
